,index,image_link,group_id,entity_name,pytesseract_output,extracted_data,valid_data
747,40164,https://m.media-amazon.com/images/I/51LDJ-kXMIL.jpg,639090,item_weight," 
",[],[]
748,40165,https://m.media-amazon.com/images/I/51LDNchbcmL.jpg,558806,depth,"ic
6
£
ie
i
a
hy
5)
=
=
=)
fee
oI
3
g
©
St
(3)

oO
ES
=
=
9
s
=
fo}
ig
=
Oo
i=
oO
ci)
a
Pal
i
iJ
fel
o
s

o
=I
be}
2
a
©
=
nS
6
©
iN
a
io)
es}
3]
o

RODUCT SIZE

 
","[['6', '', ''], ['5', ')', ''], ['3', '', ''], ['3', ')', '('], ['9', '', ''], ['2', '', ''], ['6', '', ''], ['3', ']', '']]",[]
749,40166,https://m.media-amazon.com/images/I/51LDNchbcmL.jpg,558806,height,"ic
6
£
ie
i
a
hy
5)
=
=
=)
fee
oI
3
g
©
St
(3)

oO
ES
=
=
9
s
=
fo}
ig
=
Oo
i=
oO
ci)
a
Pal
i
iJ
fel
o
s

o
=I
be}
2
a
©
=
nS
6
©
iN
a
io)
es}
3]
o

RODUCT SIZE

 
","[['6', '', ''], ['5', ')', ''], ['3', '', ''], ['3', ')', '('], ['9', '', ''], ['2', '', ''], ['6', '', ''], ['3', ']', '']]",[]
750,40167,https://m.media-amazon.com/images/I/51LDOXD8jsL.jpg,991868,depth," 

 
",[],[]
751,40168,https://m.media-amazon.com/images/I/51LDOXD8jsL.jpg,991868,width," 

 
",[],[]
752,40169,https://m.media-amazon.com/images/I/51LDOXD8jsL.jpg,991868,height," 

 
",[],[]
753,40170,https://m.media-amazon.com/images/I/51LDSwVKHdL.jpg,494658,depth,"AOcm/15.7in

40cm/15.7in
","[['15.7', 'in', 'AOcm/'], ['40', 'cm/15', ''], ['15.7', 'in', '40cm/']]","[['15.7', 'inch'], ['40', 'centimeter'], ['15.7', 'inch']]"
754,40171,https://m.media-amazon.com/images/I/51LDSwVKHdL.jpg,494658,width,"AOcm/15.7in

40cm/15.7in
","[['15.7', 'in', 'AOcm/'], ['40', 'cm/15', ''], ['15.7', 'in', '40cm/']]","[['15.7', 'inch'], ['40', 'centimeter'], ['15.7', 'inch']]"
755,40172,https://m.media-amazon.com/images/I/51LDSwVKHdL.jpg,494658,height,"AOcm/15.7in

40cm/15.7in
","[['15.7', 'in', 'AOcm/'], ['40', 'cm/15', ''], ['15.7', 'in', '40cm/']]","[['15.7', 'inch'], ['40', 'centimeter'], ['15.7', 'inch']]"
756,40173,https://m.media-amazon.com/images/I/51LDTNfbt7S.jpg,180726,depth,"2.75 in / 7.00 cm

 

2.55 in/ 6.50 cm
","[['2.75', ' in /', ''], ['7.00', ' cm', 'in / '], ['2.55', ' in/ ', ''], ['6.50', ' cm', ' in/ ']]","[['2.75', 'inch'], ['7.00', 'centimeter'], ['2.55', 'inch'], ['6.50', 'centimeter']]"
757,40174,https://m.media-amazon.com/images/I/51LDXW+ymEL.jpg,470067,depth,"WWGTE

 

WGC
",[],[]
758,40175,https://m.media-amazon.com/images/I/51LDXW+ymEL.jpg,470067,height,"WWGTE

 

WGC
",[],[]
759,40176,https://m.media-amazon.com/images/I/51LDY9ycDFL.jpg,784538,height," 

+
32inch
","[['32', 'inch', '']]","[['32', 'inch']]"
760,40177,https://m.media-amazon.com/images/I/51LDY9ycDFL.jpg,784538,depth," 

+
32inch
","[['32', 'inch', '']]","[['32', 'inch']]"
761,40178,https://m.media-amazon.com/images/I/51LDYasC8gL.jpg,557758,item_volume," 
",[],[]
762,40179,https://m.media-amazon.com/images/I/51LDZLCbt8L.jpg,276700,voltage,"  
 

Earle Cores geen le
eit

i
OTM lole eat
",[],[]
763,40180,https://m.media-amazon.com/images/I/51LDZLCbt8L.jpg,276700,wattage,"  
 

Earle Cores geen le
eit

i
OTM lole eat
",[],[]
764,40181,https://m.media-amazon.com/images/I/51LDc6phrGL.jpg,966823,height," 

12x 12x 14cm
","[['12', 'x 12x', ''], ['12', 'x 14c', '12x '], ['14', 'cm', ' 12x ']]","[['14', 'centimeter']]"
765,40182,https://m.media-amazon.com/images/I/51LDfTYCsEL.jpg,877667,depth,"Ceramic fountain
low voltage pump

9 inch W-

 

5.3 inch H

 

 
","[['9', ' inch', ''], ['5.3', ' inch', '']]","[['9', 'inch'], ['5.3', 'inch']]"
766,40183,https://m.media-amazon.com/images/I/51LDfTYCsEL.jpg,877667,width,"Ceramic fountain
low voltage pump

9 inch W-

 

5.3 inch H

 

 
","[['9', ' inch', ''], ['5.3', ' inch', '']]","[['9', 'inch'], ['5.3', 'inch']]"
767,40184,https://m.media-amazon.com/images/I/51LDimmm6zL.jpg,357074,width," 
",[],[]
768,40185,https://m.media-amazon.com/images/I/51LDimmm6zL.jpg,357074,depth," 
",[],[]
769,40186,https://m.media-amazon.com/images/I/51LDpG5e39L.jpg,658003,width,"16in |

 

 
","[['16', 'in |', '']]","[['16', 'inch']]"
770,40187,https://m.media-amazon.com/images/I/51LDpG5e39L.jpg,658003,height,"16in |

 

 
","[['16', 'in |', '']]","[['16', 'inch']]"
771,40188,https://m.media-amazon.com/images/I/51LDpG5e39L.jpg,658003,depth,"16in |

 

 
","[['16', 'in |', '']]","[['16', 'inch']]"
772,40189,https://m.media-amazon.com/images/I/51LDypBwN1L.jpg,258617,depth,"20mm/ 1.1in

19mm/ 0.74in
","[['20', 'mm/ 1', ''], ['1.1', 'in', '0mm/ '], ['19', 'mm/ 0', ''], ['0.74', 'in', '9mm/ ']]","[['20', 'metre'], ['1.1', 'inch'], ['19', 'metre'], ['0.74', 'inch']]"
773,40190,https://m.media-amazon.com/images/I/51LDypBwN1L.jpg,258617,width,"20mm/ 1.1in

19mm/ 0.74in
","[['20', 'mm/ 1', ''], ['1.1', 'in', '0mm/ '], ['19', 'mm/ 0', ''], ['0.74', 'in', '9mm/ ']]","[['20', 'metre'], ['1.1', 'inch'], ['19', 'metre'], ['0.74', 'inch']]"
774,40191,https://m.media-amazon.com/images/I/51LDzT+4fCL.jpg,784538,depth,"2PCS

I

  

Wdz¢ L/Yduiz, v

amen
2.76inch/7cm
","[['2', 'PCS', ''], ['2.76', 'inch/', ''], ['7', 'cm', 'inch/']]","[['2.76', 'inch'], ['7', 'centimeter']]"
775,40192,https://m.media-amazon.com/images/I/51LDzT+4fCL.jpg,784538,width,"2PCS

I

  

Wdz¢ L/Yduiz, v

amen
2.76inch/7cm
","[['2', 'PCS', ''], ['2.76', 'inch/', ''], ['7', 'cm', 'inch/']]","[['2.76', 'inch'], ['7', 'centimeter']]"
776,40193,https://m.media-amazon.com/images/I/51LDzzWzmjL.jpg,805279,maximum_weight_recommendation," 

Material
Aluminum

Color
Gray

Wheel Type
Aluminum

Load Capacity
15 Kg
","[['15', ' Kg', '']]","[['15', 'kilogram']]"
777,40194,https://m.media-amazon.com/images/I/51LE1jv-ouL.jpg,267182,item_weight," 

eke AAR ge Lol ela
ree

 

     

RC kens

or
en :
Cid |

c

rey

 

    

eT oy ing

Cee aces

  

 

 

 
",[],[]
778,40195,https://m.media-amazon.com/images/I/51LEA4mSTSL.jpg,932012,depth,"Ulg//WZ

 

 

 

1.45m/57in

 

&

2Zh20in B

Tape length: 3m/120in
","[['1.45', 'm/57i', ''], ['57', 'in', '.45m/'], ['2', 'Zh20i', ''], ['20', 'in B', '2Zh'], ['3', 'm/120', 'gth: '], ['120', 'in', ': 3m/']]","[['1.45', 'metre'], ['57', 'inch'], ['20', 'inch'], ['3', 'metre'], ['120', 'inch']]"
779,40196,https://m.media-amazon.com/images/I/51LEA4mSTSL.jpg,932012,width,"Ulg//WZ

 

 

 

1.45m/57in

 

&

2Zh20in B

Tape length: 3m/120in
","[['1.45', 'm/57i', ''], ['57', 'in', '.45m/'], ['2', 'Zh20i', ''], ['20', 'in B', '2Zh'], ['3', 'm/120', 'gth: '], ['120', 'in', ': 3m/']]","[['1.45', 'metre'], ['57', 'inch'], ['20', 'inch'], ['3', 'metre'], ['120', 'inch']]"
780,40197,https://m.media-amazon.com/images/I/51LEOW3D34L.jpg,978900,height," 

Top Out (mm) : 243 x 243

Top Out (mm) : 224 x 224
RK
=
42mm

‘.:::.

   
   

-—————“1
Base (mm) : 202 x 202
","[['243', ' x 24', 'm) : '], ['243', '', '43 x '], ['224', ' x 22', 'm) : '], ['224', '', '24 x '], ['42', 'mm', ''], ['1', '', '————“'], ['202', ' x 20', 'm) : '], ['202', '', '02 x ']]","[['243', 'metre'], ['224', 'metre'], ['42', 'millimeter'], ['202', 'metre']]"
781,40198,https://m.media-amazon.com/images/I/51LETP0AWTL.jpg,141308,height," 

TPU
",[],[]
782,40199,https://m.media-amazon.com/images/I/51LEibK+r-L.jpg,975942,depth," 
",[],[]
783,40200,https://m.media-amazon.com/images/I/51LEkBtHY-L.jpg,866516,depth,"9.25 inch

 

 

<—— 5.5 inch»
","[['9.25', ' inch', ''], ['5.5', ' inch', '<—— ']]","[['9.25', 'inch'], ['5.5', 'inch']]"
784,40201,https://m.media-amazon.com/images/I/51LEkBtHY-L.jpg,866516,height,"9.25 inch

 

 

<—— 5.5 inch»
","[['9.25', ' inch', ''], ['5.5', ' inch', '<—— ']]","[['9.25', 'inch'], ['5.5', 'inch']]"
785,40202,https://m.media-amazon.com/images/I/51LEm72+0sL.jpg,276700,wattage," 
",[],[]
786,40203,https://m.media-amazon.com/images/I/51LEm72+0sL.jpg,276700,voltage," 
",[],[]
787,40204,https://m.media-amazon.com/images/I/51LFCS53okL.jpg,241608,width," 
",[],[]
788,40205,https://m.media-amazon.com/images/I/51LFqPotsLL.jpg,709627,voltage,"AU
ONO UREA AON PST Ashsi51 S16 Sle

eed ae
Same) NAN Uri SUMS) a Nees)
Rea Saae0e
SSOONNOVMC SUSI MUAUNORLO a eaSia Oat Asa Ne)
CONTACTS OR DISPOSE OF IN FIRE OR WATER.

sen eh s ae ABOVE 60°C (140°F). a Sod

ATTENTIOI QO

NEW Pon nd Must e ua ay ane BEFORE U!
TORI
READ Rint rsa ation Can TU

 

 
","[['51', ' S16 ', 'Ashsi'], ['16', ' Sle', 'i51 S'], ['0', 'e', ' Saae'], ['60', '°C (1', 'BOVE '], ['140', '°F). ', '0°C (']]","[['60', 'volt']]"
789,40206,https://m.media-amazon.com/images/I/51LFyWbq0kL.jpg,913156,height," 

12cm
","[['12', 'cm', '']]","[['12', 'centimeter']]"
790,40207,https://m.media-amazon.com/images/I/51LG5IbMnxL.jpg,242256,height," 
",[],[]
791,40208,https://m.media-amazon.com/images/I/51LG5IbMnxL.jpg,242256,depth," 
",[],[]
792,40209,https://m.media-amazon.com/images/I/51LG85wflZL.jpg,536334,height,"7.8 in/ 20cm

 

 

 

 

2.3 in/ 6.0 cm
","[['7.8', ' in/ ', ''], ['20', 'cm', ' in/ '], ['2.3', ' in/ ', ''], ['6.0', ' cm', ' in/ ']]","[['7.8', 'inch'], ['20', 'centimeter'], ['2.3', 'inch'], ['6.0', 'centimeter']]"
793,40210,https://m.media-amazon.com/images/I/51LGD8TvV5L.jpg,640031,height," 

Product Parameters
vV

34mm f /*

4

seomm

      

[|+« mm

 

 

 

 

 

 

4ggaaoeao5oe”
é p ~ ae
1700mm ‘ fF 4
Input voltage AC90~240V 50/60Hz Maximum current 0.15A
Wireless reception 433MHz / 315MHz Protection level IP42
Thrust / Pull 250N Working temperature 5 C~80C
Opening stroke 300mm/ 500m

 

 

 

 
","[['34', 'mm f ', ''], ['4', '', ''], ['4', 'ggaao', ''], ['5', 'oe”', 'aoeao'], ['1700', 'mm ‘ ', ''], ['4', '', '‘ fF '], ['90', '~240V', 'ge AC'], ['240', 'V 50/', 'AC90~'], ['50', '/60Hz', '240V '], ['60', 'Hz Ma', 'V 50/'], ['0.15', 'A', 'rent '], ['433', 'MHz /', 'tion '], ['315', 'MHz P', 'Hz / '], ['42', '', 'el IP'], ['250', 'N Wor', 'Pull '], ['5', ' C~80', 'ture '], ['80', 'C', ' 5 C~'], ['300', 'mm/ 5', 'roke '], ['500', 'm', '0mm/ ']]","[['34', 'metre'], ['1700', 'millimeter'], ['60', 'metre'], ['0.15', 'yard'], ['433', 'metre'], ['315', 'metre'], ['80', 'centimeter'], ['300', 'metre'], ['500', 'metre']]"
794,40211,https://m.media-amazon.com/images/I/51LGGFwEf9L.jpg,459516,item_weight,"M@&3RINGA

 
","[['3', 'RINGA', 'M@&']]","[['3', 'microgram']]"
795,40212,https://m.media-amazon.com/images/I/51LGYmrzw3L.jpg,480845,item_weight," 

Color
Oyster White

Material
Corrugated

Item Weight
0.6504 Pounds

Breaking Strength
65.0 Pounds
","[['0.6504', ' Poun', ''], ['65.0', ' Poun', '']]","[['0.6504', 'pound'], ['65.0', 'pound']]"
796,40213,https://m.media-amazon.com/images/I/51LGq2WJgTL.jpg,488883,width," 

UIZO'TT
",[],[]
797,40214,https://m.media-amazon.com/images/I/51LGqxRnsVL.jpg,991868,width,"Thickness:

1mm

 

3.9inch

YOUI6'S
","[['1', 'mm', ''], ['3.9', 'inch', ''], ['6', ""'S"", 'YOUI']]","[['1', 'millimeter'], ['3.9', 'inch']]"
798,40215,https://m.media-amazon.com/images/I/51LH+-RoOpL.jpg,708102,width,"14.5cm/5.7inch

 

 

14.5cm/5.7inch

3cm/1.18inch

3cm/1.18inch
","[['14.5', 'cm/5.', ''], ['5.7', 'inch', '.5cm/'], ['14.5', 'cm/5.', ''], ['5.7', 'inch', '.5cm/'], ['3', 'cm/1.', ''], ['1.18', 'inch', '3cm/'], ['3', 'cm/1.', ''], ['1.18', 'inch', '3cm/']]","[['14.5', 'centimeter'], ['5.7', 'inch'], ['14.5', 'centimeter'], ['5.7', 'inch'], ['3', 'centimeter'], ['1.18', 'inch'], ['3', 'centimeter'], ['1.18', 'inch']]"
799,40216,https://m.media-amazon.com/images/I/51LH+-RoOpL.jpg,708102,depth,"14.5cm/5.7inch

 

 

14.5cm/5.7inch

3cm/1.18inch

3cm/1.18inch
","[['14.5', 'cm/5.', ''], ['5.7', 'inch', '.5cm/'], ['14.5', 'cm/5.', ''], ['5.7', 'inch', '.5cm/'], ['3', 'cm/1.', ''], ['1.18', 'inch', '3cm/'], ['3', 'cm/1.', ''], ['1.18', 'inch', '3cm/']]","[['14.5', 'centimeter'], ['5.7', 'inch'], ['14.5', 'centimeter'], ['5.7', 'inch'], ['3', 'centimeter'], ['1.18', 'inch'], ['3', 'centimeter'], ['1.18', 'inch']]"
800,40217,https://m.media-amazon.com/images/I/51LH+qzrNQL.jpg,681445,height," 
",[],[]
801,40218,https://m.media-amazon.com/images/I/51LHHnbatdL.jpg,647208,width," 
",[],[]
802,40219,https://m.media-amazon.com/images/I/51LHJr4OOFL.jpg,347404,width,"15cm / 5.9in

 
","[['15', 'cm / ', ''], ['5.9', 'in', 'cm / ']]","[['15', 'centimeter'], ['5.9', 'inch']]"
803,40220,https://m.media-amazon.com/images/I/51LHJr4OOFL.jpg,347404,height,"15cm / 5.9in

 
","[['15', 'cm / ', ''], ['5.9', 'in', 'cm / ']]","[['15', 'centimeter'], ['5.9', 'inch']]"
804,40221,https://m.media-amazon.com/images/I/51LHJr4OOFL.jpg,347404,depth,"15cm / 5.9in

 
","[['15', 'cm / ', ''], ['5.9', 'in', 'cm / ']]","[['15', 'centimeter'], ['5.9', 'inch']]"
805,40222,https://m.media-amazon.com/images/I/51LHMNk2WOL.jpg,478357,height," 
",[],[]
806,40223,https://m.media-amazon.com/images/I/51LHMNk2WOL.jpg,478357,depth," 
",[],[]
807,40224,https://m.media-amazon.com/images/I/51LHMZqqMrL.jpg,776058,height,"Groenangaben

E

20 cm

Hohe: 5,5 cm

Breite Boden: 14,3 cm
Volumen: 1,3 |
Gewicht: 0,7 kg

24cm

Hohe: 5,5 cm

Breite Boden: 18,3 cm
Volumen: 1,9 |
Gewicht: 0,9 kg

inkl. Glasdeckel (nicht
ofenfest)

cS” or a

28 cm

Hohe: 5,5 cm

Breite Boden: 18,3 cm
Volumen: 1,9 |
Gewicht: 0,9 kg

inkl. Glasdeckel (nicht
ofenfest)
","[['20', ' cm', ''], ['5.5', ' cm', 'ohe: '], ['14.3', ' cm', 'den: '], ['1.3', ' |', 'men: '], ['0.7', ' kg', 'cht: '], ['24', 'cm', ''], ['5.5', ' cm', 'ohe: '], ['18.3', ' cm', 'den: '], ['1.9', ' |', 'men: '], ['0.9', ' kg', 'cht: '], ['28', ' cm', ''], ['5.5', ' cm', 'ohe: '], ['18.3', ' cm', 'den: '], ['1.9', ' |', 'men: '], ['0.9', ' kg', 'cht: ']]","[['20', 'centimeter'], ['5.5', 'centimeter'], ['14.3', 'centimeter'], ['1.3', 'metre'], ['24', 'centimeter'], ['5.5', 'centimeter'], ['18.3', 'centimeter'], ['1.9', 'metre'], ['28', 'centimeter'], ['5.5', 'centimeter'], ['18.3', 'centimeter'], ['1.9', 'metre']]"
808,40225,https://m.media-amazon.com/images/I/51LHOFMh4uL.jpg,939587,maximum_weight_recommendation," 
",[],[]
809,40226,https://m.media-amazon.com/images/I/51LHUHCV33L.jpg,751532,width,"    
 
   

85cm 212,2 cm

144.4 cm

D
Vitali<Spa
","[['85', 'cm 21', ''], ['212.2', ' cm', '85cm '], ['144.4', ' cm', '']]","[['85', 'centimeter'], ['212.2', 'centimeter'], ['144.4', 'centimeter']]"
810,40227,https://m.media-amazon.com/images/I/51LHdVXexFL.jpg,986932,width," 
",[],[]
811,40228,https://m.media-amazon.com/images/I/51LHi9RZ0hL.jpg,119607,depth,"Crystal Strip

 
",[],[]
812,40229,https://m.media-amazon.com/images/I/51LHi9RZ0hL.jpg,119607,width,"Crystal Strip

 
",[],[]
813,40230,https://m.media-amazon.com/images/I/51LHskxgkgL.jpg,907907,item_weight,"Wore Used

ness

ones

epics:

(PAIR - LeR) “LIFE Fitness” BIKE Pedals £/16"" Shaft Size |
With Adjustable Strap - Let Right. After Market Replacement

-90¢_Lcas00001
1 cEor0001
958. LRB100001
5c c8x:100009
-956_c€2100000

ress

for OEM AKB3-00124-000, AKB3-00263-0004, AKB3-00123-0003,
‘This pat can be tad onthe flowing model).

2505. c€0100009
5R_c8100000_$85100000
5R_cuRva0000

95m 111001

P8RE_LRE 100000
SeRWEZ_CCz100000
LSR_CRI0000,tegety

CLSR_cU0000 tary

+ eriness Cee ARES. 0012-0001, K6S-00265. 6004, AKE.001250008,AKES0025-0003
","[['16', '"" Sha', 'ls £/'], ['90', '¢_Lca', '-'], ['00001', '', '_Lcas'], ['1', ' cEor', ''], ['0001', '', ' cEor'], ['958.', ' LRB1', ''], ['100001', '', '. LRB'], ['5', 'c c8x', ''], ['8', 'x:100', '5c c'], ['100009', '', ' c8x:'], ['956', '_c€21', '-'], ['2100000', '', '56_c€'], ['3-00124', '-000.', 'M AKB'], ['000.', ' AKB3', '0124-'], ['3-00263', '-0004', '. AKB'], ['0004.', ' AKB3', '0263-'], ['3-00123', '-0003', '. AKB'], ['0003.', '', '0123-'], ['2505.', ' c€01', ''], ['0100009', '', '5. c€'], ['5', 'R_c81', ''], ['8100000', '_$851', '5R_c'], ['85100000', '', '000_$'], ['5', 'R_cuR', ''], ['0000', '', 'cuRva'], ['95', 'm 111', ''], ['111001', '', '95m '], ['8', 'RE_LR', 'P'], ['100000', '', '_LRE '], ['100000', '', 'Z_CCz'], ['0000.', 'teget', 'R_CRI'], ['0000', ' tary', 'SR_cU'], ['0012-0001.', ' K6S-', 'RES. '], ['6', 'S-002', '01. K'], ['00265.', ' 6004', ' K6S-'], ['6004.', ' AKE.', '265. '], ['001250008.', 'AKES0', ' AKE.'], ['0025-0003', '', '.AKES']]","[['100001', 'pound'], ['8', 'pound'], ['0000.', 'microgram'], ['0000', 'ton']]"
814,40231,https://m.media-amazon.com/images/I/51LHwf3dKDS.jpg,866516,height,"14 inch

5.5 inc

 

 

9.1 inch
","[['14', ' inch', ''], ['5.5', ' inc', ''], ['9.1', ' inch', '']]","[['14', 'inch'], ['5.5', 'inch'], ['9.1', 'inch']]"
815,40232,https://m.media-amazon.com/images/I/51LHxuLYg4L.jpg,997176,width,"UIG'B/WLUQ |Z

 

 
",[],[]
816,40233,https://m.media-amazon.com/images/I/51LI1INrruL.jpg,751532,height," 
",[],[]
817,40234,https://m.media-amazon.com/images/I/51LI2F1bzaL.jpg,142748,depth," 

9e°e8

WEIGHT COVER STRONG FOLDED
DIAMETER FRAME LENGTH
","[['9', 'e°e8', ''], ['8', '', '9e°e']]",[]
818,40235,https://m.media-amazon.com/images/I/51LI2F1bzaL.jpg,142748,width," 

9e°e8

WEIGHT COVER STRONG FOLDED
DIAMETER FRAME LENGTH
","[['9', 'e°e8', ''], ['8', '', '9e°e']]",[]
819,40236,https://m.media-amazon.com/images/I/51LI6vf8H5L.jpg,752266,width,"|—4.92"" (12.50 em) —|

8.63""
(21.92 cm)

 

————— 10.35"" (26.29 em)——_____}
","[['4.92', '"" (12', '|—'], ['12.50', ' em) ', '92"" ('], ['8.63', '""', ''], ['21.92', ' cm)', '('], ['10.35', '"" (26', '———— '], ['26.29', ' em)—', '35"" (']]","[['12.50', 'metre'], ['21.92', 'centimeter'], ['26.29', 'metre']]"
820,40237,https://m.media-amazon.com/images/I/51LI8ugumAL.jpg,681045,width," 

 

 
",[],[]
821,40238,https://m.media-amazon.com/images/I/51LI8ugumAL.jpg,681045,depth," 

 

 
",[],[]
822,40239,https://m.media-amazon.com/images/I/51LINB93llL.jpg,119607,depth,"an

11.0 in / 28.0 cm

 

8.3 in / 21.0 cm
","[['11.0', ' in /', ''], ['28.0', ' cm', 'in / '], ['8.3', ' in /', ''], ['21.0', ' cm', 'in / ']]","[['11.0', 'inch'], ['28.0', 'centimeter'], ['8.3', 'inch'], ['21.0', 'centimeter']]"
823,40240,https://m.media-amazon.com/images/I/51LINB93llL.jpg,119607,width,"an

11.0 in / 28.0 cm

 

8.3 in / 21.0 cm
","[['11.0', ' in /', ''], ['28.0', ' cm', 'in / '], ['8.3', ' in /', ''], ['21.0', ' cm', 'in / ']]","[['11.0', 'inch'], ['28.0', 'centimeter'], ['8.3', 'inch'], ['21.0', 'centimeter']]"
824,40241,https://m.media-amazon.com/images/I/51LIOp3Ji2L.jpg,601746,item_weight,"Sizé.5
Cireumférence of oe

 
","[['5', '', 'Sizé.']]",[]
825,40242,https://m.media-amazon.com/images/I/51LIRqaFTdL.jpg,941694,item_weight,"3 Tt ae

a}
re ats

 
","[['3', ' Tt a', '']]","[['3', 'ton']]"
826,40243,https://m.media-amazon.com/images/I/51LIjnSvfXL.jpg,978900,height," 

Weight:22g

4.5cm

WIE°T
","[['22', 'g', 'ight:'], ['4.5', 'cm', '']]","[['4.5', 'centimeter']]"
827,40244,https://m.media-amazon.com/images/I/51LIpLkA9VL.jpg,860821,wattage," 

ENERGYGUIDE

 

Estimated Airflow
Yearly Energy Cost
y Energy 10,223

$7.33 | verte
a
Vv

+ The higher the airflow, the
$3 rota te an wll nove

* Ailow Efficiency: 200 Cubic,
Cost Range of Similar Models (19° — 84 Feet Per Minute Per Watt

* Based on 12 cents per kWh and 64 hours use per day

* Your cost depends on rates and use
+ Energy Use: 51 Watts

 

 

All estimates based on typical use, excluding lights fte.govleneray

 

 

 

 

[Airiow Shown la Weighted Average of High and Low Cuble Fest per Minute Based on Downrod

 
","[['10.223', '', 'ergy '], ['7.33', ' | ve', '$'], ['3', ' rota', '$'], ['200', ' Cubi', 'ncy: '], ['19', '° — 8', 'els ('], ['84', ' Feet', '9° — '], ['12', ' cent', 'd on '], ['64', ' hour', ' and '], ['51', ' Watt', 'Use: ']]","[['51', 'watt']]"
828,40245,https://m.media-amazon.com/images/I/51LIpLkA9VL.jpg,860821,voltage," 

ENERGYGUIDE

 

Estimated Airflow
Yearly Energy Cost
y Energy 10,223

$7.33 | verte
a
Vv

+ The higher the airflow, the
$3 rota te an wll nove

* Ailow Efficiency: 200 Cubic,
Cost Range of Similar Models (19° — 84 Feet Per Minute Per Watt

* Based on 12 cents per kWh and 64 hours use per day

* Your cost depends on rates and use
+ Energy Use: 51 Watts

 

 

All estimates based on typical use, excluding lights fte.govleneray

 

 

 

 

[Airiow Shown la Weighted Average of High and Low Cuble Fest per Minute Based on Downrod

 
","[['10.223', '', 'ergy '], ['7.33', ' | ve', '$'], ['3', ' rota', '$'], ['200', ' Cubi', 'ncy: '], ['19', '° — 8', 'els ('], ['84', ' Feet', '9° — '], ['12', ' cent', 'd on '], ['64', ' hour', ' and '], ['51', ' Watt', 'Use: ']]","[['7.33', 'volt']]"
829,40246,https://m.media-amazon.com/images/I/51LIpLkA9VL.jpg,860821,item_weight," 

ENERGYGUIDE

 

Estimated Airflow
Yearly Energy Cost
y Energy 10,223

$7.33 | verte
a
Vv

+ The higher the airflow, the
$3 rota te an wll nove

* Ailow Efficiency: 200 Cubic,
Cost Range of Similar Models (19° — 84 Feet Per Minute Per Watt

* Based on 12 cents per kWh and 64 hours use per day

* Your cost depends on rates and use
+ Energy Use: 51 Watts

 

 

All estimates based on typical use, excluding lights fte.govleneray

 

 

 

 

[Airiow Shown la Weighted Average of High and Low Cuble Fest per Minute Based on Downrod

 
","[['10.223', '', 'ergy '], ['7.33', ' | ve', '$'], ['3', ' rota', '$'], ['200', ' Cubi', 'ncy: '], ['19', '° — 8', 'els ('], ['84', ' Feet', '9° — '], ['12', ' cent', 'd on '], ['64', ' hour', ' and '], ['51', ' Watt', 'Use: ']]","[['10.223', 'microgram'], ['3', 'ton'], ['84', 'ton'], ['12', 'ton'], ['51', 'ton']]"
830,40247,https://m.media-amazon.com/images/I/51LItGDcsUL.jpg,507467,voltage,"  

 

~<
cincomcog Peas Peed
350 LUMENS | BOLUS | 64 METERS
| A | ~
Card ag Red
Do ee) BED [ait y Ut)

BES Tui
","[['350', ' LUME', ''], ['64', ' METE', 'US | ']]",[]
831,40248,https://m.media-amazon.com/images/I/51LJNBvw6NS.jpg,675317,width," 
",[],[]
832,40249,https://m.media-amazon.com/images/I/51LJNBvw6NS.jpg,675317,depth," 
",[],[]
833,40250,https://m.media-amazon.com/images/I/51LJac++iXL.jpg,752266,height," 

om, f :
go” ¥ bow =
a < *
a a
4
v €
Oo
sO
AN
€
Oo
3 “ .
wo 9
47.3.cm
>
6.3.cm 35cm
PI

< Pid

 
","[['4', '', ''], ['3', ' “ .', ''], ['9', '', 'wo '], ['47.3', '.cm', ''], ['6.3', '.cm 3', ''], ['35', 'cm', '3.cm ']]","[['47.3', 'centimeter'], ['6.3', 'centimeter'], ['35', 'centimeter']]"
834,40251,https://m.media-amazon.com/images/I/51LJibLdScL.jpg,881883,depth,"78.74in/200cm

39.37in/100cm
<m i —_>

 
","[['78.74', 'in/20', ''], ['200', 'cm', '74in/'], ['39.37', 'in/10', ''], ['100', 'cm', '37in/']]","[['78.74', 'inch'], ['200', 'centimeter'], ['39.37', 'inch'], ['100', 'centimeter']]"
835,40252,https://m.media-amazon.com/images/I/51LJibLdScL.jpg,881883,width,"78.74in/200cm

39.37in/100cm
<m i —_>

 
","[['78.74', 'in/20', ''], ['200', 'cm', '74in/'], ['39.37', 'in/10', ''], ['100', 'cm', '37in/']]","[['78.74', 'inch'], ['200', 'centimeter'], ['39.37', 'inch'], ['100', 'centimeter']]"
836,40253,https://m.media-amazon.com/images/I/51LJmFBDM3S.jpg,927393,depth,"56 mm / 2.2 in ———

 

100 mm / 3.9 in

a
an)
—
| oO
os
(co)
m
a
NQ
sj
Q

 
","[['56', ' mm /', ''], ['2.2', ' in —', 'mm / '], ['100', ' mm /', ''], ['3.9', ' in', 'mm / ']]","[['56', 'millimeter'], ['2.2', 'inch'], ['100', 'millimeter'], ['3.9', 'inch']]"
